Year,Board Code,Board Name,School Code,School Name,School Total
2009-2010,57,ACADIEN PROVINCIAL            ,156,ECOLE PUBNICO-OUEST           ,184
2009-2010,57,ACADIEN PROVINCIAL            ,57,ECOLE ROSE-DES-VENTS          ,193
2009-2010,57,ACADIEN PROVINCIAL            ,221,ECOLE SAINT-ALBERT            ,40
2009-2010,57,ACADIEN PROVINCIAL            ,225,ECOLE SECONDAIRE DE CLARE     ,269
2009-2010,57,ACADIEN PROVINCIAL            ,980,ECOLE SECONDAIRE DE PAR-EN-BAS,326
2009-2010,57,ACADIEN PROVINCIAL            ,219,ECOLE STELLA-MARIS            ,147
2009-2010,57,ACADIEN PROVINCIAL            ,160,ECOLE WEDGEPORT               ,106
2009-2010,58,SOUTH SHORE REGIONAL          ,925,ASPOTOGAN CONSOLIDATED ELEMENTARY SCHOOL ,156
2009-2010,58,SOUTH SHORE REGIONAL          ,926,BAYVIEW COMMUNITY SCHOOL      ,430
2009-2010,58,SOUTH SHORE REGIONAL          ,405,BIG TANCOOK ELEMENTARY SCHOOL ,5
2009-2010,58,SOUTH SHORE REGIONAL          ,509,BRIDGEWATER ELEMENTARY SCHOOL ,518
2009-2010,58,SOUTH SHORE REGIONAL          ,508,BRIDGEWATER JUNIOR SENIOR HIGH SCHOOL,464
2009-2010,58,SOUTH SHORE REGIONAL          ,399,CENTRE CONSOLIDATED SCHOOL         ,417
2009-2010,58,SOUTH SHORE REGIONAL          ,216,CHESTER AREA MIDDLE SCHOOL    ,327
2009-2010,58,SOUTH SHORE REGIONAL          ,207,CHESTER DISTRICT ELEMENTARY SCHOOL   ,231
2009-2010,58,SOUTH SHORE REGIONAL          ,386,DR. JOHN C. WICKWIRE ACADEMY  ,376
2009-2010,58,SOUTH SHORE REGIONAL          ,80,FOREST HEIGHTS COMMUNITY SCHOOL  ,357
2009-2010,58,SOUTH SHORE REGIONAL          ,210,GOLD RIVER-WESTERN SHORE SCHOOL     ,99
2009-2010,58,SOUTH SHORE REGIONAL          ,1102,GORHAM MEMORIAL EDUCATION CENTRE   ,8
2009-2010,58,SOUTH SHORE REGIONAL          ,1150,GREENFIELD ELEMENTARY SCHOOL  ,37
2009-2010,58,SOUTH SHORE REGIONAL          ,917,HEBBVILLE ACADEMY             ,543
2009-2010,58,SOUTH SHORE REGIONAL          ,710,LIVERPOOL REGIONAL HIGH SCHOOL,321
2009-2010,58,SOUTH SHORE REGIONAL          ,628,LUNENBURG ACADEMY             ,99
2009-2010,58,SOUTH SHORE REGIONAL          ,979,LUNENBURG ADULT HIGH SCHOOL          ,45
2009-2010,58,SOUTH SHORE REGIONAL          ,627,LUNENBURG JUNIOR HIGH SCHOOL        ,91
2009-2010,58,SOUTH SHORE REGIONAL          ,465,MILL VILLAGE CONSOLIDATED SCHOOL   ,55
2009-2010,58,SOUTH SHORE REGIONAL          ,463,MILTON CENTENNIAL SCHOOL             ,131
2009-2010,58,SOUTH SHORE REGIONAL          ,397,NEW GERMANY ELEMENTARY SCHOOL ,212
2009-2010,58,SOUTH SHORE REGIONAL          ,402,NEW GERMANY RURAL HIGH SCHOOL ,371
2009-2010,58,SOUTH SHORE REGIONAL          ,214,NEW ROSS CONSOLIDATED SCHOOL  ,142
2009-2010,58,SOUTH SHORE REGIONAL          ,404,NEWCOMBVILLE ELEMENTARY SCHOOL,174
2009-2010,58,SOUTH SHORE REGIONAL          ,459,NORTH QUEENS COMMUNITY SCHOOL ,140
2009-2010,58,SOUTH SHORE REGIONAL          ,460,NORTH QUEENS ELEMENTARY SCHOOL,129
2009-2010,58,SOUTH SHORE REGIONAL          ,409,PARK VIEW EDUCATION CENTRE    ,876
2009-2010,58,SOUTH SHORE REGIONAL          ,400,PENTZ ELEMENTARY SCHOOL       ,98
2009-2010,58,SOUTH SHORE REGIONAL          ,401,PETITE RIVIERE ELEMENTARY SCHOOL     ,84
2009-2010,58,SOUTH SHORE REGIONAL          ,439,QUEENS ADULT HIGH SCHOOL      ,33
2009-2010,58,SOUTH SHORE REGIONAL          ,392,RIVERPORT & DISTRICT ELEMENTARY SCHOOL     ,43
2009-2010,58,SOUTH SHORE REGIONAL          ,53,SOUTH QUEENS JUNIOR HIGH SCHOOL      ,295
2009-2010,58,SOUTH SHORE REGIONAL          ,380,SOUTH SHORE ALTERNATE SCHOOL-BRIDGEWATER ,16
2009-2010,58,SOUTH SHORE REGIONAL          ,1107,SOUTH SHORE ALTERNATE SCHOOL-MAHONE BAY  ,7
2009-2010,58,SOUTH SHORE REGIONAL          ,8058,SOUTH SHORE DSEPS             ,1
2009-2010,58,SOUTH SHORE REGIONAL          ,394,WEST NORTHFIELD ELEMENTARY SCHOOL   ,179
2009-2010,59,TRI-COUNTY REGIONAL           ,500,ARCADIA CONSOLIDATED ELEMENTARY SCHOOL   ,244
2009-2010,59,TRI-COUNTY REGIONAL           ,167,BARRINGTON MUNICIPAL HIGH SCHOOL     ,682
2009-2010,59,TRI-COUNTY REGIONAL           ,255,BARTON CONSOLIDATED SCHOOL    ,58
2009-2010,59,TRI-COUNTY REGIONAL           ,166,CAPE SABLE ISLAND ELEMENTARY SCHOOL ,89
2009-2010,59,TRI-COUNTY REGIONAL           ,497,CARLETON CONSOLIDATED SCHOOL  ,106
2009-2010,59,TRI-COUNTY REGIONAL           ,511,CLARK'S HARBOUR ELEMENTARY SCHOOL    ,115
2009-2010,59,TRI-COUNTY REGIONAL           ,272,DIGBY ADULT HIGH SCHOOL       ,38
2009-2010,59,TRI-COUNTY REGIONAL           ,541,DIGBY ELEMENTARY SCHOOL       ,367
2009-2010,59,TRI-COUNTY REGIONAL           ,257,DIGBY NECK CONSOLIDATED SCHOOL,36
2009-2010,59,TRI-COUNTY REGIONAL           ,709,DIGBY REGIONAL HIGH SCHOOL         ,506
2009-2010,59,TRI-COUNTY REGIONAL           ,981,DRUMLIN HEIGHTS CONSOLIDATED SCHOOL ,412
2009-2010,59,TRI-COUNTY REGIONAL           ,733,EVELYN RICHARDSON MEMORIAL ELEMENTARY SCHOOL ,147
2009-2010,59,TRI-COUNTY REGIONAL           ,927,FOREST RIDGE ACADEMY          ,207
2009-2010,59,TRI-COUNTY REGIONAL           ,79,HILLCREST ACADEMY             ,273
2009-2010,59,TRI-COUNTY REGIONAL           ,259,ISLANDS CONSOLIDATED SCHOOL   ,116
2009-2010,59,TRI-COUNTY REGIONAL           ,624,LOCKEPORT ELEMENTARY SCHOOL   ,109
2009-2010,59,TRI-COUNTY REGIONAL           ,711,LOCKEPORT REGIONAL HIGH SCHOOL      ,146
2009-2010,59,TRI-COUNTY REGIONAL           ,410,MAPLE GROVE EDUCATION CENTRE  ,467
2009-2010,59,TRI-COUNTY REGIONAL           ,928,MEADOWFIELDS COMMUNITY SCHOOL ,509
2009-2010,59,TRI-COUNTY REGIONAL           ,199,PLYMOUTH SCHOOL               ,168
2009-2010,59,TRI-COUNTY REGIONAL           ,498,PORT MAITLAND CONSOLIDATED SCHOOL  ,152
2009-2010,59,TRI-COUNTY REGIONAL           ,716,SHELBURNE REGIONAL HIGH SCHOOL,356
2009-2010,59,TRI-COUNTY REGIONAL           ,703,SOUTH CENTENNIAL SCHOOL       ,125
2009-2010,59,TRI-COUNTY REGIONAL           ,977,ST. MARY'S BAY ACADEMY        ,267
2009-2010,59,TRI-COUNTY REGIONAL           ,8059,TRI-COUNTY DSEPS              ,1
2009-2010,59,TRI-COUNTY REGIONAL           ,258,WESTPORT VILLAGE SCHOOL,12
2009-2010,59,TRI-COUNTY REGIONAL           ,256,WEYMOUTH CONSOLIDATED SCHOOL  ,242
2009-2010,59,TRI-COUNTY REGIONAL           ,385,YARMOUTH ADULT HIGH SCHOOL    ,35
2009-2010,59,TRI-COUNTY REGIONAL           ,704,YARMOUTH CENTRAL SCHOOL       ,203
2009-2010,59,TRI-COUNTY REGIONAL           ,700,YARMOUTH CONSOLIDATED MEMORIAL HIGH SCHOOL   ,700
2009-2010,59,TRI-COUNTY REGIONAL           ,701,YARMOUTH JUNIOR HIGH SCHOOL         ,264
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,96,BADDECK ACADEMY               ,317
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,93,BOULARDERIE ELEMENTARY SCHOOL ,89
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,101,BRAS D'OR ELEMENTARY SCHOOL   ,304
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,640,BRETON EDUCATION CENTRE       ,668
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,551,BRIDGEPORT SCHOOL             ,107
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,995,BROOKLAND ELEMENTARY SCHOOL   ,463
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,107,CABOT EDUCATION CENTRE        ,228
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,962,CAPE SMOKEY ELEMENTARY SCHOOL ,110
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,186,COXHEATH ELEMENTARY SCHOOL    ,280
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,1101,CUSACK SCHOOL                 ,377
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,996,DONKIN SCHOOL                 ,141
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,98,DR. T. L. SULLIVAN MIDDLE SCHOOL     ,265
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,1153,FERRISVIEW ELEMENTARY SCHOOL  ,222
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,99,FLORENCE ELEMENTARY SCHOOL    ,127
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,626,GEORGE D. LEWIS SCHOOL        ,114
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,442,GLACE BAY ADULT EDUCATION CENTRE   ,70
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,416,GLACE BAY ELEMENTARY SCHOOL   ,495
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,8,GLACE BAY HIGH SCHOOL         ,794
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,964,HARBOURSIDE ELEMENTARY SCHOOL ,395
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,668,HOLY ANGELS HIGH SCHOOL             ,288
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,549,JOHN BERNARD CROAK V. C. MEMORIAL SCHOOL  ,174
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,960,JUBILEE ELEMENTARY SCHOOL     ,252
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,545,MACDONALD ELEMENTARY SCHOOL         ,125
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,206,MACLENNAN MIDDLE SCHOOL       ,152
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,202,MALCOLM MUNROE MEMORIAL MIDDLE SCHOOL     ,609
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,183,MARION BRIDGE SCHOOL          ,79
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,82,MEMORIAL COMPOSITE HIGH SCHOOL,928
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,83,MIDDLE RIVER CONSOLIDATED SCHOOL     ,19
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,180,MIRA ROAD SCHOOL              ,155
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,643,MOUNT CARMEL ELEMENTARY SCHOOL,151
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,997,MOUNTAINVIEW ELEMENTARY SCHOOL,255
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,444,NEW WATERFORD ADULT EDUCATION CENTRE ,21
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,963,NEW WATERFORD ELEMENTARY SCHOOL ,379
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,961,NORTH HIGHLANDS ELEMENTARY SCHOOL    ,100
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,929,NORTHSIDE ADULT EDUCATION CENTRE   ,33
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,1154,OCEANVIEW EDUCATION CENTRE    ,608
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,1142,RANKIN SCHOOL OF THE NARROWS  ,138
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,973,RIVERSIDE ELEMENTARY SCHOOL   ,178
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,203,RIVERVIEW HIGH SCHOOL         ,886
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,182,ROBIN FOOTE ELEMENTARY SCHOOL ,142
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,113,SETON ELEMENTARY SCHOOL       ,221
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,646,SHERWOOD PARK EDUCATION CENTRE,407
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,972,SHIPYARD ELEMENTARY SCHOOL    ,252
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,644,ST. AGNES ELEMENTARY SCHOOL   ,147
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,561,ST. ANNE'S ELEMENTARY SCHOOL  ,358
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,119,ST. JOSEPH ELEMENTARY SCHOOL  ,265
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,688,SYDNEY ACADEMY                ,732
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,443,SYDNEY ADULT EDUCATION CENTRE ,64
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,117,SYDNEY MINES MIDDLE SCHOOL    ,282
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,185,SYDNEY RIVER ELEMENTARY SCHOOL,346
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,110,THOMPSON MIDDLE SCHOOL        ,191
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,175,TOMPKINS MEMORIAL ELEMENTARY SCHOOL  ,163
2010-2011,51,CAPE BRETON-VICTORIA REGIONAL ,667,WHITNEY PIER MEMORIAL MIDDLE SCHOOL  ,418
2010-2011,52,STRAIT REGIONAL               ,934,ANTIGONISH EDUCATION CENTRE     ,524
2010-2011,52,STRAIT REGIONAL               ,932,BAYVIEW EDUCATION CENTRE      ,371
2010-2011,52,STRAIT REGIONAL               ,510,CANSO ACADEMY                 ,80
2010-2011,52,STRAIT REGIONAL               ,974,CAPE BRETON HIGHLANDS EDUCATION CENTRE/ACADEMY ,396
2010-2011,52,STRAIT REGIONAL               ,986,CHEDABUCTO EDUCATION CENTRE/GUYSBOROUGH ACADEMY,323
2010-2011,52,STRAIT REGIONAL               ,930,DALBRAE ACADEMY               ,273
2010-2011,52,STRAIT REGIONAL               ,707,DR. JOHN HUGH GILLIS REGIONAL HIGH SCHOOL ,826
2010-2011,52,STRAIT REGIONAL               ,975,EAST ANTIGONISH EDUCATION CENTRE/ACADEMY ,476
2010-2011,52,STRAIT REGIONAL               ,484,EAST RICHMOND EDUCATION CENTRE     ,308
2010-2011,52,STRAIT REGIONAL               ,266,FANNING EDUCATION CENTRE/CANSO ACADEMY,143
2010-2011,52,STRAIT REGIONAL               ,471,FELIX MARCHAND EDUCATION CENTRE ,166
2010-2011,52,STRAIT REGIONAL               ,143,H. M. MACDONALD ELEMENTARY SCHOOL  ,100
2010-2011,52,STRAIT REGIONAL               ,1106,INVERNESS EDUCATION CENTRE/ACADEMY ,287
2010-2011,52,STRAIT REGIONAL               ,631,MULGRAVE MEMORIAL EDUCATION CENTRE ,113
2010-2011,52,STRAIT REGIONAL               ,390,PLEASANT BAY SCHOOL           ,9
2010-2011,52,STRAIT REGIONAL               ,146,REV. H. J. MACDONALD SCHOOL         ,65
2010-2011,52,STRAIT REGIONAL               ,931,RICHMOND EDUCATION CENTRE/ACADEMY  ,372
2010-2011,52,STRAIT REGIONAL               ,152,ST. ANDREW JUNIOR HIGH SCHOOL ,599
2010-2011,52,STRAIT REGIONAL               ,149,ST. ANDREWS CONSOLIDATED SCHOOL    ,205
2010-2011,52,STRAIT REGIONAL               ,491,ST. MARY'S ACADEMY            ,154
2010-2011,52,STRAIT REGIONAL               ,25,ST. MARY'S EDUCATION CENTRE   ,195
2010-2011,52,STRAIT REGIONAL               ,655,STRAIT AREA EDUCATION/RECREATION CENTRE   ,364
2010-2011,52,STRAIT REGIONAL               ,8052,STRAIT DSEPS                  ,1
2010-2011,52,STRAIT REGIONAL               ,936,TAMARAC EDUCATION CENTRE      ,641
2010-2011,52,STRAIT REGIONAL               ,976,WEST RICHMOND EDUCATION CENTRE,141
2010-2011,52,STRAIT REGIONAL               ,388,WHYCOCOMAGH EDUCATION CENTRE  ,149
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,639,A.G. BAILLIE MEMORIAL SCHOOL,385
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,634,ACADIA ST ELEMENTARY SCHOOL,129
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,248,ADVOCATE DISTRICT SCHOOL      ,51
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,705,AMHERST REGIONAL HIGH SCHOOL  ,694
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,6,BIBLE HILL CENTRAL ELEMENTARY SCHOOL ,153
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,2,BIBLE HILL EAST COURT ROAD ELEMENTARY SCHOOL,148
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,7,BIBLE HILL JUNIOR HIGH SCHOOL ,357
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,16,BROOKFIELD ELEMENTARY SCHOOL  ,176
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,20,CENTRAL COLCHESTER JUNIOR HIGH SCHOOL,460
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,27,CHIGANOIS ELEMENTARY SCHOOL   ,206
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,269,CHIGNECTO CENTRAL ADULT HIGH SCHOOL-AMHERST,38
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,978,CHIGNECTO CENTRAL ADULT HIGH SCHOOL-ELMSDALE,34
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,919,CHIGNECTO CENTRAL ADULT HIGH SCHOOL-NEW GLASGOW,74
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,920,CHIGNECTO CENTRAL ADULT HIGH SCHOOL-TRURO,67
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,8053,CHIGNECTO-CENTRAL DSEPS       ,23
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,14,COBEQUID CONSOLIDATED ELEMENTARY SCHOOL     ,171
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,36,COBEQUID DISTRICT ELEMENTARY SCHOOL,86
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,44,COBEQUID EDUCATIONAL CENTRE   ,1566
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,1104,CUMBERLAND NORTH ACADEMY      ,317
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,230,CYRUS EATON ELEMENTARY SCHOOL ,133
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,28,DEBERT ELEMENTARY SCHOOL      ,155
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,408,DR. W. A. MACLEOD CONSOLIDATED SCHOOL,214
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,750,E. B. CHANDLER JUNIOR HIGH SCHOOL ,322
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,432,EAST PICTOU MIDDLE SCHOOL     ,247
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,31,ELMSDALE DISTRICT ELEMENTARY SCHOOL ,392
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,30,ENFIELD DISTRICT SCHOOL       ,308
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,414,F. H. MACDONALD ELEMENTARY SCHOOL ,354
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,665,G.R. SAUNDERS ELEMENTARY SCHOOL     ,363
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,26,GREAT VILLAGE ELEMENTARY SCHOOL      ,72
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,42,HANTS EAST RURAL HIGH SCHOOL  ,848
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,41,HANTS NORTH RURAL HIGH SCHOOL ,287
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,1145,HARMONY HEIGHTS ELEMENTARY SCHOOL   ,348
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,1100,HIGHLAND CONSOLIDATED MIDDLE SCHOOL ,261
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,15,HILDEN ELEMENTARY SCHOOL      ,121
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,661,JUNCTION ROAD ELEMENTARY SCHOOL     ,174
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,38,KENNETCOOK DISTRICT ELEMENTARY SCHOOL,86
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,35,MAITLAND DISTRICT SCHOOL             ,33
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,949,MAPLE RIDGE ELEMENTARY SCHOOL ,253
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,633,NEW GLASGOW JUNIOR HIGH SCHOOL       ,348
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,5,NORTH COLCHESTER HIGH SCHOOL  ,217
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,988,NORTH NOVA EDUCATION CENTRE   ,868
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,9,NORTH RIVER ELEMENTARY SCHOOL ,232
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,231,NORTHPORT CONSOLIDATED ELEMENTARY SCHOOL  ,55
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,989,NORTHUMBERLAND REGIONAL HIGH SCHOOL,953
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,1151,OXFORD REGIONAL EDUCATION CENTRE   ,431
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,649,PARRSBORO REGIONAL ELEMENTARY SCHOOL ,171
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,715,PARRSBORO REGIONAL HIGH SCHOOL,223
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,650,PICTOU ACADEMY/DR.THOMAS MCCULLOCH SCHOOL,279
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,971,PICTOU ELEMENTARY SCHOOL      ,233
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,252,PUGWASH DISTRICT HIGH SCHOOL  ,245
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,39,RAWDON DISTRICT ELEMENTARY SCHOOL    ,110
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,916,REDCLIFF MIDDLE SCHOOL        ,456
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,240,RIVER HEBERT DISTRICT ELEMENTARY SCHOOL   ,99
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,251,RIVER HEBERT DISTRICT SCHOOL  ,101
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,435,RIVER JOHN CONSOLIDATED SCHOOL       ,64
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,923,RIVERSIDE EDUCATION CENTRE    ,598
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,441,SALT SPRINGS ELEMENTARY SCHOOL       ,72
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,4,SCOTSBURN ELEMENTARY SCHOOL   ,132
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,34,SHUBENACADIE DISTRICT ELEMENTARY SCHOOL    ,137
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,992,SOUTH COLCHESTER ACADEMY      ,686
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,1105,SPRING STREET ACADEMY         ,483
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,658,SPRINGHILL JUNIOR-SENIOR HIGH SCHOOL ,349
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,1,TATAMAGOUCHE ELEMENTARY SCHOOL,178
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,636,TEMPERANCE STREET SCHOOL             ,104
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,428,THORBURN CONSOLIDATED SCHOOL  ,274
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,692,TRENTON ELEMENTARY SCHOOL     ,166
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,690,TRENTON MIDDLE SCHOOL         ,207
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,1146,TRURO ELEMENTARY SCHOOL       ,557
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,45,TRURO JUNIOR HIGH SCHOOL      ,458
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,40,UNIACKE DISTRICT SCHOOL       ,402
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,18,UPPER STEWIACKE ELEMENTARY SCHOOL   ,63
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,12,VALLEY ELEMENTARY SCHOOL      ,218
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,227,WALLACE CONSOLIDATED ELEMENTARY SCHOOL     ,80
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,3,WALTER DUGGAN CONSOLIDATED SCHOOL    ,431
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,229,WENTWORTH CONSOLIDATED ELEMENTARY SCHOOL ,24
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,29,WEST COLCHESTER CONSOLIDATED SCHOOL ,144
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,662,WEST END MEMORIAL SCHOOL      ,149
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,503,WEST HIGHLANDS ELEMENTARY SCHOOL     ,205
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,407,WEST PICTOU CONSOLIDATED SCHOOL      ,438
2010-2011,53,CHIGNECTO-CENTRAL REGIONAL    ,1148,WINDING RIVER CONSOLIDATED SCHOOL   ,248
2010-2011,54,HALIFAX REGIONAL              ,228,A. J. SMELTZER JUNIOR HIGH SCHOOL  ,275
2010-2011,54,HALIFAX REGIONAL              ,512,ADMIRAL WESTPHAL ELEMENTARY SCHOOL  ,103
2010-2011,54,HALIFAX REGIONAL              ,513,ALDERNEY ELEMENTARY SCHOOL    ,96
2010-2011,54,HALIFAX REGIONAL              ,317,ASH LEE JEFFERSON ELEMENTARY SCHOOL,502
2010-2011,54,HALIFAX REGIONAL              ,739,ASTRAL DRIVE ELEMENTARY SCHOOL,479
2010-2011,54,HALIFAX REGIONAL              ,749,ASTRAL DRIVE JUNIOR HIGH SCHOOL,533
2010-2011,54,HALIFAX REGIONAL              ,425,ATLANTIC MEMORIAL-TERENCE BAY SCHOOL      ,242
2010-2011,54,HALIFAX REGIONAL              ,326,ATLANTIC VIEW ELEMENTARY SCHOOL    ,146
2010-2011,54,HALIFAX REGIONAL              ,97,AUBURN DRIVE HIGH SCHOOL      ,997
2010-2011,54,HALIFAX REGIONAL              ,104,BASINVIEW DRIVE COMMUNITY SCHOOL    ,370
