Year,Board Code,Board Name,School Code,School Name,Mail Address Line 1,Mail Address Line 2,Mailing Postal Code,Civic Address Line 1,Civic Address Line 2,Civic Postal Code,Telephone,Fax,Email
2019-2020,54,Halifax Regional Centre for Education,592,Halifax West High School,283 Thomas Raddall Dr,Halifax NS,B3S 1R1,283 Thomas Raddall Dr,Halifax NS,B3S 1R1,902-457-8900,902-457-8980,hwhs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,306,Hammonds Plains Consolidated School,2180 Hammonds Plains Rd,Hammonds Plains NS,B4B 1M5,2180 Hammonds Plains Rd,Hammonds Plains NS,B4B 1M5,902-832-8412,902-832-8420,hpcs@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,521,Harbour View Elementary School,25 Alfred St,Dartmouth NS,B3A 4E8,25 Alfred St,Dartmouth NS,B3A 4E8,902-464-2051,902-464-2282,hves@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,740,Harold T. Barrett Junior High School,862 Beaver Bank Rd,Beaver Bank NS,B4G 1A9,862 Beaver Bank Rd,Beaver Bank NS,B4G 1A9,902-864-7500,902-864-7502,htbar@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,296,Harrietsfield Elementary School,1150 Old Sambro Rd,Harrietsfield NS,B3V 1B1,1150 Old Sambro Rd,Harrietsfield NS,B3V 1B1,902-479-4230,902-479-4235,hes@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,313,Harry R. Hamilton Elementary School,40 Hamilton Dr,Middle Sackville NS,B4E 3A9,40 Hamilton Dr,Middle Sackville NS,B4E 3A9,902-864-6815,902-864-6820,hrh@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,522,Hawthorn Elementary School,10 Hawthorne St,Dartmouth NS,B2Y 2Y3,10 Hawthorne St,Dartmouth NS,B2Y 2Y3,902-464-2048,902-464-2799,hawthorn@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,293,Herring Cove Junior High School,7 Lancaster Dr,Herring Cove NS,B3V 1H9,7 Lancaster Dr,Herring Cove NS,B3V 1H9,902-479-4214,902-479-3379,hcjh@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,571,Highland Park Junior High School,3479 Robie St,Halifax NS,B3K 4S4,3479 Robie St,Halifax NS,B3K 4S4,902-493-5124,902-493-5130,hpjh@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,310,Hillside Park Elementary School,15 Hillside Ave,Lower Sackville NS,B4C 1W6,15 Hillside Ave,Lower Sackville NS,B4C 1W6,902-864-6873,902-864-6878,hpes@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,747,Holland Road Elementary School,181 Holland Rd,Fletchers Lake NS,B2T 1A1,181 Holland Rd,Fletchers Lake NS,B2T 1A1,902-860-4170,902-860-4173,hres@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,327,Humber Park Elementary School,5 Smallwood Ave,Dartmouth NS,B2W 3R6,5 Smallwood Ave,Dartmouth NS,B2W 3R6,902-464-5177,902-464-5182,hps@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,523,Ian Forsyth Elementary School,22 Glencoe Dr,Dartmouth NS,B2X 1J1,22 Glencoe Dr,Dartmouth NS,B2X 1J1,902-435-8435,902-435-8365,ifes@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,579,Inglis Street Elementary School,5985 Inglis St,Halifax NS,B3H 1K7,5985 Inglis St,Halifax NS,B3H 1K7,902-421-6767,902-421-3028,ises@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,1196,Island View High School,1853 Caldwell Rd,Eastern Passage NS,B3G 1J3,1853 Caldwell Rd,Eastern Passage NS,B3G 1J3,902-466-6341,902-466-6348,ivh@hrsb.ca
2019-2020,54,Halifax Regional Centre for Education,619,J. L. Ilsley High School,38 Sylvia Ave,Halifax NS,B3R 1J9,38 Sylvia Ave,Halifax NS,B3R 1J9,902-479-4612,902-479-4635,jli@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,539,John MacNeil Elementary School,62 Leaman Dr,Dartmouth NS,B3A 2K9,62 Leaman Dr,Dartmouth NS,B3A 2K9,902-464-2488,902-464-2616,jmes@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,524,John Martin Junior High School,7 Brule St,Dartmouth NS,B3A 4G2,7 Brule St,Dartmouth NS,B3A 4G2,902-464-2408,902-464-2062,jmjh@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,607,John W. MacLeod-Fleming Tower Elementary School,1511 Purcell's Cove Rd,Halifax NS,B3P 1B7,1511 Purcell's Cove Rd,Halifax NS,B3P 1B7,902-479-4437,902-479-4442,jwm@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,354,Joseph Giles Elementary School,54 Gregory Dr,Dartmouth NS,B2W 3M6,54 Gregory Dr,Dartmouth NS,B2W 3M6,902-464-5192,902-464-5197,jges@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,569,Joseph Howe Elementary School,2557 Maynard St,Halifax NS,B3K 3V6,2557 Maynard St,Halifax NS,B3K 3V6,902-421-6785,902-421-8744,jhowe@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,1103,Kingswood Elementary School,34 Vrege Crt,Hammonds Plains NS,B4B 1K2,34 Vrege Crt,Hammonds Plains NS,B4B 1K2,902-832-5522,902-832-5524,kwe@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,1200,LeMarchant-St. Thomas Elementary School,6141 Watt St,Halifax NS,B3H 2B7,6141 Watt St,Halifax NS,B3H 2B7,902-421-6769,902-421-3036,lmsts@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,353,Leslie Thomas Junior High School,100 Metropolitan Ave,Lower Sackville NS,B4C 2Z8,100 Metropolitan Ave,Lower Sackville NS,B4C 2Z8,902-864-6785,902-864-6797,ltjh@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,968,Lockview High School,148 Lockview Rd,Fall River NS,B2T 1J1,148 Lockview Rd,Fall River NS,B2T 1J1,902-860-6000,902-860-6005,lhs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,939,Madeline Symonds Middle School,290 White Hills Run,Hammonds Plains NS,B4B 1W6,290 White Hills Run,Hammonds Plains NS,B4B 1W6,902-832-2300,902-832-2302,msms@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,526,Michael Wallace Elementary School,24 Andover St,Dartmouth NS,B2X 2L9,24 Andover St,Dartmouth NS,B2X 2L9,902-435-8357,902-435-8395,mwes@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,748,Millwood Elementary School,190 Beaver Bank Cross Rd,Lower Sackville NS,B4E 1K5,190 Beaver Bank Cross Rd,Lower Sackville NS,B4E 1K5,902-864-7510,902-864-7518,mes@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,745,Millwood High School,141 Millwood Dr,Middle Sackville NS,B4E 0A1,141 Millwood Dr,Middle Sackville NS,B4E 0A1,902-864-7535,902-864-7567,mwhs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,527,Mount Edward Elementary School,3 Windward Ave,Dartmouth NS,B2W 2G9,3 Windward Ave,Dartmouth NS,B2W 2G9,902-435-8459,902-435-8414,mees@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,1149,Musquodoboit Rural High School,11980 Hwy 224,Middle Musquodoboit NS,B0N 1X0,11980 Hwy 224,Middle Musquodoboit NS,B0N 1X0,902-384-2320,902-384-2321,mrhs@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,348,Musquodoboit Valley Education Centre,PO Box 99,Middle Musquodoboit NS,B0N 1X0,12046 Hwy 224,Middle Musquodoboit NS,B0N 1X0,902-384-2555,902-384-2419,mvec@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,324,Nelson Whynder Elementary School,979 North Preston Rd,North Preston NS,B2Z 1A2,979 North Preston Rd,North Preston NS,B2Z 1A2,902-462-6030,902-462-6033,nwes@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,56,Ocean View Elementary School,51 Oceanview School Rd,Eastern Passage NS,B3G 1J3,51 Oceanview School Rd,Eastern Passage NS,B3G 1J3,902-465-8670,902-465-8673,oves@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,131,O'Connell Drive Elementary School,40 O'Connell Dr,Porters Lake NS,B3E 1E8,40 O'Connell Dr,Porters Lake NS,B3E 1E8,902-827-4112,902-827-3120,ocdes@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,315,Oldfield Consolidated School,72 Halls Rd,Enfield NS,B2T 1C4,72 Halls Rd,Enfield NS,B2T 1C4,902-883-3010,902-883-3011,ocs@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,572,Oxford School,6364 North St,Halifax NS,B3L 1P6,6364 North St,Halifax NS,B3L 1P6,902-421-6763,902-421-3043,oxford@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,1141,Oyster Pond Academy,10583 Hwy 7,Oyster Pond NS,B0J 1W0,10583 Hwy 7,Oyster Pond NS,B0J 1W0,902-889-4300,902-889-4310,opa@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,970,Park West School,206 Langbrae Dr,Halifax NS,B3S 1L5,206 Langbrae Dr,Halifax NS,B3S 1L5,902-457-7800,902-457-7804,parkwest@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,1159,Porters Lake Elementary School,40 Inspiration Dr,Porters Lake NS,B3E 0A6,40 Inspiration Dr,Porters Lake NS,B3E 0A6,902-827-2525,902-827-5410,ples@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,969,Portland Estates Elementary School,45 Portland Hills Dr,Dartmouth NS,B2W 6L5,45 Portland Hills Dr,Dartmouth NS,B2W 6L5,902-433-7100,902-433-7103,portland@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,533,Prince Andrew High School,31 Woodlawn Rd,Dartmouth NS,B2W 2R7,31 Woodlawn Rd,Dartmouth NS,B2W 2R7,902-435-8452,902-435-8398,pah@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,282,Prospect Road Elementary School,2199 Prospect Rd,Hatchet Lake NS,B3T 1R8,2199 Prospect Rd,Hatchet Lake NS,B3T 1R8,902-852-2441,902-852-5542,pres@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,938,Ridgecliff Middle School,35 Beech Tree Run,Beechville NS,B3T 2E5,35 Beech Tree Run,Beechville NS,B3T 2E5,902-876-4381,902-876-4385,rms@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,359,Robert K. Turner Elementary School,141 Circassion Dr,Dartmouth NS,B2W 4N7,141 Circassion Dr,Dartmouth NS,B2W 4N7,902-464-5205,902-464-5208,rkt@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,603,Rockingham Elementary School,31 Tremont Dr,Halifax NS,B3M 1X8,31 Tremont Dr,Halifax NS,B3M 1X8,902-457-8986,902-457-8993,rockingham@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,609,Rockingstone Heights School,1 Regan Dr,Halifax NS,B3R 2J1,1 Regan Dr,Halifax NS,B3R 2J1,902-479-4452,902-479-4459,rhes@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,1187,Rocky Lake Junior High School,670 Rocky Lake Dr,Bedford NS,B4A 2T6,670 Rocky Lake Dr,Bedford NS,B4A 2T6,902-832-8952,902-832-8962,rljh@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,321,Ross Road School,336 Ross Rd,Westphal NS,B2Z 1H2,336 Ross Rd,Westphal NS,B2Z 1H2,902-462-8340,902-462-8398,rrs@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,311,Sackville Heights Elementary School,1225 Old Sackville Rd,Middle Sackville NS,B4E 3A6,1225 Old Sackville Rd,Middle Sackville NS,B4E 3A6,902-869-4700,902-869-4703,shes@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,303,Sackville Heights Junior High School,956 Sackville Dr,Lower Sackville NS,B4E 1S4,956 Sackville Dr,Lower Sackville NS,B4E 1S4,902-869-3800,902-869-3801,shjh@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,297,Sackville High School,1 Kingfisher Way,Lower Sackville NS,B4C 2Y9,1 Kingfisher Way,Lower Sackville NS,B4C 2Y9,902-864-6700,902-864-6710,shs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,581,Saint Mary's Elementary School,5614 Morris St,Halifax NS,B3J 1C2,5614 Morris St,Halifax NS,B3J 1C2,902-421-6749,902-421-2655,stmarys@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,295,Sambro Elementary School,3725 Old Sambro Rd,Sambro NS,B3V 1G1,3725 Old Sambro Rd,Sambro NS,B3V 1G1,902-868-2717,902-868-1808,ses@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,941,Seaside Elementary School,1881 Caldwell Rd,Eastern Passage NS,B3G 1J3,1881 Caldwell Rd,Eastern Passage NS,B3G 1J3,902-465-7600,902-465-8662,seaside@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,534,Shannon Park Elementary School,75 Iroquois Dr,Dartmouth NS,B3A 4M5,75 Iroquois Dr,Dartmouth NS,B3A 4M5,902-464-2084,902-464-2866,spes@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,287,Shatford Memorial Elementary School,10089 St. Margaret's Bay Rd,Hubbards NS,B0J 1T0,10089 St. Margaret's Bay Rd,Hubbards NS,B0J 1T0,902-857-4200,902-857-4204,smes@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,589,Sir Charles Tupper School,1930 Cambridge St,Halifax NS,B3H 4S5,1930 Cambridge St,Halifax NS,B3H 4S5,902-421-6775,902-421-3049,tupper@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,277,Sir John A. Macdonald High School,31 Scholars Rd,Upper Tantallon NS,B3Z 0C3,31 Scholars Rd,Upper Tantallon NS,B3Z 0C3,902-826-3222,902-826-3220,sja@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,320,Sir Robert Borden Junior High School,16 Evergreen Dr,Dartmouth NS,B2W 4A7,16 Evergreen Dr,Dartmouth NS,B2W 4A7,902-464-5140,902-464-5150,srbjh@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,355,Smokey Drive Elementary School,241 Smokey Dr,Lower Sackville NS,B4C 3G1,241 Smokey Dr,Lower Sackville NS,B4C 3G1,902-864-6838,902-864-6844,sdes@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,535,South Woodside School,5 Everette St,Dartmouth NS,B2W 1G2,5 Everette St,Dartmouth NS,B2W 1G2,902-464-2090,902-464-2778,swes@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,593,Springvale Elementary School,92 Downs Ave,Halifax NS,B3N 1Y6,92 Downs Ave,Halifax NS,B3N 1Y6,902-479-4606,902-479-4473,sprvale@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,575,St. Agnes Junior High School,6981 Mumford Rd,Halifax NS,B3L 2H7,6981 Mumford Rd,Halifax NS,B3L 2H7,902-493-5132,902-493-5140,stagnes@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,577,St. Catherine's Elementary School,3299 Connolly St,Halifax NS,B3L 3P7,3299 Connolly St,Halifax NS,B3L 3P7,902-493-5143,902-493-5163,stcath@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,580,St. Joseph's-Alexander McKay Elementary School,5389 Russell St,Halifax NS,B3K 1W8,5389 Russell St,Halifax NS,B3K 1W8,902-493-5180,902-493-5186,sjam@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,940,St. Margaret's Bay Elementary School,24 Ridgewood Dr,Head of St. Margaret's Bay NS,B3Z 2H4,24 Ridgewood Dr,Head of St. Margaret's Bay NS,B3Z 2H4,902-826-3300,902-826-3310,smbe@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,586,St. Stephen's Elementary School,3669 Highland Ave,Halifax NS,B3K 4L9,3669 Highland Ave,Halifax NS,B3K 4L9,902-493-5155,902-493-5158,sses@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,299,Sunnyside Elementary School,210 Eaglewood Dr,Bedford NS,B4A 3E3,210 Eaglewood Dr,Bedford NS,B4A 3E3,902-832-8983,902-832-8422,sunnyside@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,307,Sycamore Lane Elementary School,69 Sycamore Lane,Lower Sackville NS,B4C 1E8,69 Sycamore Lane,Lower Sackville NS,B4C 1E8,902-864-6730,902-864-6734,sles@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,85,Tallahassee Community School,168 Redoubt Way,Eastern Passage NS,B3G 1M5,168 Redoubt Way,Eastern Passage NS,B3G 1M5,902-465-8650,902-465-8010,tcs@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,1186,Tantallon Junior Elementary School,1 French Village Stn Rd,Upper Tantallon NS,B3Z 1E4,1 French Village Stn Rd,Upper Tantallon NS,B3Z 1E4,902-826-1204,902-826-1369,tantallonjr@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,284,Tantallon Senior Elementary School,3 French Village Stn Rd,Upper Tantallon NS,B3Z 1E4,3 French Village Stn Rd,Upper Tantallon NS,B3Z 1E4,902-826-1200,902-826-1206,tantallon@hrsb.ca
2019-2020,54,Halifax Regional Centre for Education,349,Upper Musquodoboit Consolidated Elementary School,8416 Hwy 224,Upper Musquodoboit NS,B0N 2M0,8416 Hwy 224,Upper Musquodoboit NS,B0N 2M0,902-568-2285,902-568-2573,umcs@hrsb.ns.ca
2019-2020,54,Halifax Regional Centre for Education,1157,Waverley Memorial Elementary School,2393 Rocky Lake Dr,Waverley NS,B2R 1S4,2393 Rocky Lake Dr,Waverley NS,B2R 1S4,902-860-4150,902-860-4154,wmlcs@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,591,Westmount Elementary School,6700 Edward Arab Ave,Halifax NS,B3L 2E1,6700 Edward Arab Ave,Halifax NS,B3L 2E1,902-493-5164,902-493-5168,wmount@hrce.ca
2019-2020,54,Halifax Regional Centre for Education,294,William King Elementary School,91 St. Paul's Ave,Herring Cove NS,B3V 1H6,91 St. Paul's Ave,Herring Cove NS,B3V 1H6,902-479-4200,902-479-4208,wkes@hrsb.ns.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,63,Aldershot Elementary School,446 Aldershot Rd,Kentville NS,B4N 3A1,446 Aldershot Rd,Kentville NS,B4N 3A1,902-690-3820,902-690-3823,aes@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,746,Annapolis East Elementary School,PO Box 640,Middleton NS,B0S 1P0,325 Marshall St,Middleton NS,B0S 1P0,902-825-5330,902-825-5333,aees@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,133,Annapolis West Education Centre,PO Box 399,Annapolis Royal NS,B0S 1A0,100 Champlain Dr,Annapolis Royal NS,B0S 1A0,902-532-3150,902-532-3160,awec@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,993,Avon View High School,PO Box 700,Windsor NS,B0N 2T0,225 Payzant Dr,Windsor NS,B0N 2T0,902-792-6740,902-792-6762,avhs@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,75,Berwick and District School,PO Box 40,Berwick NS,B0P 1E0,249 Veterans Dr,Berwick NS,B0P 1E0,902-538-4720,902-538-4727,bads@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,1192,Bridgetown Regional Community School,25 Cromwell Crt,Bridgetown NS,B0S 1C0,25 Cromwell Crt,Bridgetown NS,B0S 1C0,902-665-5400,902-665-5404,brcs@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,363,Brooklyn District Elementary School,8008 Hwy 14,Newport NS,B0N 2A0,8008 Hwy 14,Newport NS,B0N 2A0,902-757-4120,902-757-4125,bdes@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,58,Cambridge and District Elementary School,6113 Hwy 1,Cambridge NS,B0P 1G0,6113 Hwy 1,Cambridge NS,B0P 1G0,902-538-4680,902-538-4686,cads@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,67,Central Kings Rural High School,6125 Hwy 1,Cambridge NS,B0P 1G0,6125 Hwy 1,Cambridge NS,B0P 1G0,902-538-4700,902-538-4711,ck@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,965,Champlain Elementary School,PO Box 130,Granville Ferry NS,B0S 1K0,109 North St,Granville Ferry NS,B0S 1K0,902-532-3270,902-532-3273,ces@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,141,Clark Rutherford Memorial School,PO Box 70,Clementsport NS,B0S 1E0,234 Spinnaker Dr,Clementsport NS,B0S 1E0,902-638-4800,902-638-4804,crms@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,732,Coldbrook and District School,2305 English Mountain Rd,Coldbrook NS,B4R 1B6,2305 English Mountain Rd,Coldbrook NS,B4R 1B6,902-690-3830,902-690-3833,cbds@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,366,Dr. Arthur Hines Elementary School,75 Musgrave Rd,Summerville NS,B0N 2K0,75 Musgrave Rd,Summerville NS,B0N 2K0,902-633-6300,902-633-6303,dahes@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,65,Dwight Ross Elementary School,PO Box 1420,Greenwood NS,B0P 1N0,949 Tremont Mountain Rd,Greenwood NS,B0P 1N0,902-765-7510,902-765-7520,dres@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,753,Evangeline Middle School,9387 Commercial St,New Minas NS,B4N 3G3,9387 Commercial St,New Minas NS,B4N 3G3,902-681-4910,902-681-4909,ems@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,362,Falmouth District School,PO Box 40,Falmouth NS,B0P 1L0,30 School St,Falmouth NS,B0P 1L0,902-792-6710,902-792-6717,fds@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,60,Gaspereau Valley Elementary School,2781 Greenfield Rd,Wolfville NS,B4P 2R1,2781 Greenfield Rd,Wolfville NS,B4P 2R1,902-542-6090,902-542-6096,gves@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,59,Glooscap Elementary School,RR 5 1017 J Jordan Rd,Canning NS,B0P 1H0,1017 J Jordan Rd,Canning NS,B0P 1H0,902-582-2010,902-582-2015,ges@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,24,Hantsport School,PO Box 392,Hantsport NS,B0P 1P0,11 School St,Hantsport NS,B0P 1P0,902-684-4000,902-684-4004,hs@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,998,Highbury Education Centre,26 Highbury Rd,New Minas NS,B4N 3P7,26 Highbury Rd,New Minas NS,B4N 3P7,902-681-4930,902-681-4931,hec@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,70,Horton High School,75 Greenwich Rd S,Wolfville NS,B4P 2R2,75 Greenwich Rd S,Wolfville NS,B4P 2R2,902-542-6060,902-542-6066,hhs@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,1158,Kings County Academy,35 Gary Pearl Dr,Kentville NS,B4N 0H4,35 Gary Pearl Dr,Kentville NS,B4N 0H4,902-690-3850,902-690-3864,kca@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,379,Kings County Adult High School,26 Highbury Rd,New Minas NS,B4N 3P7,26 Highbury Rd,New Minas NS,B4N 3P7,902-681-4930,902-681-4931,kcahs@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,62,Kingston and District School,PO Box 295,Kingston NS,B0P 1R0,630 Pine Ridge Ave,Kingston NS,B0P 1R0,902-765-7530,902-765-7535,kingston@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,61,L.E. Shaw Elementary School,486 Oak Island Rd,Avonport NS,B0P 1B0,486 Oak Island Rd,Avonport NS,B0P 1B0,902-542-6900,902-542-6905,leses@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,129,Lawrencetown Consolidated School,RR 1 10 Middle Rd,Lawrencetown NS,B0S 1M0,10 Middle Rd,Lawrencetown NS,B0S 1M0,902-584-4500,902-584-4505,lcs@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,1108,Lawrencetown Education Centre,RR 1 10 Middle Rd,Lawrencetown NS,B0S 1M0,10 Middle Rd,Lawrencetown NS,B0S 1M0,902-584-4524,902-584-4528,lec@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,712,Middleton Regional High School,18 Gates Ave,Middleton NS,B0S 1P0,18 Gates Ave,Middleton NS,B0S 1P0,902-825-5350,902-825-5355,mrhs@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,73,New Minas Elementary School,34 Jones Rd,New Minas NS,B4N 3N1,34 Jones Rd,New Minas NS,B4N 3N1,902-681-4900,902-681-4904,nmes@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,967,Northeast Kings Education Centre,1816 Bains Rd,Canning NS,B0P 1H0,1816 Bains Rd,Canning NS,B0P 1H0,902-582-2040,902-582-2044,nkec@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,966,Pine Ridge Middle School,625 Pine Ridge Ave,Kingston NS,B0P 1R0,625 Pine Ridge Ave,Kingston NS,B0P 1R0,902-765-7570,902-765-7572,prms@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,72,Port Williams Elementary School,1261 Belcher St,Port Williams NS,B0P 1T0,1261 Belcher St,Port Williams NS,B0P 1T0,902-542-6074,902-542-6094,pwes@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,55,Somerset and District Elementary School,4339 Brooklyn St,Berwick NS,B0P 1E0,4339 Brooklyn St,Berwick NS,B0P 1E0,902-538-4670,902-538-4677,sdes@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,54,St. Mary's Elementary School,PO Box 249,Aylesford NS,B0P 1C0,1276 Victoria Rd,Aylesford NS,B0P 1C0,902-847-4400,902-847-4404,smes@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,360,Three Mile Plains District School,RR2 4555 Hwy 1,Windsor NS,B0N 2T0,4555 Hwy 1,Three Mile Plains NS,B0N 2T0,902-792-6720,902-792-6722,tmpds@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,1110,West Hants Education Centre,94 Wentworth Rd,Windsor NS,B0N 2T0,94 Wentworth Rd,Windsor NS,B0N 2T0,902-792-6750,902-792-6752,whec@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,994,West Hants Middle School,8009 Hwy 14,Newport NS,B0N 2A0,8009 Hwy 14,Newport NS,B0N 2A0,902-757-4100,902-757-4111,whms@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,71,West Kings District High School,1941 Hwy 1,Auburn NS,B0P 1A0,1941 Hwy 1,Auburn NS,B0P 1A0,902-847-4440,902-847-4444,wkdhs@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,376,Windsor Adult High School,PO Box 369,Windsor NS,B0N 2T0,94 Wentworth Rd,Windsor NS,B0N 2T0,902-792-6751,902-792-6752,wahs@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,699,Windsor Elementary School,PO Box 1057,Windsor NS,B0N 2T0,100 Tremaine Cr,Windsor NS,B0N 2T0,902-792-6770,902-792-6777,wes@avrce.ca
2019-2020,55,Annapolis Valley Regional Centre for Education,361,Windsor Forks District School,RR3 120 Sangster Bridge Rd,Windsor NS,B0N 2T0,120 Sangster Bridge Rd,Windsor Forks NS,B0N 2T0,902-792-6700,902-792-6707,wfds@avrce.ca
